Unnamed: 0,type,review,label,file,id,review2,len
32984,train,"Sure, if you ask any mom who's the most beautiful baby in the world, she'd tell you her son is the most amazing kid in the whole world. She's right, at least in her own world.<br /><br />The producers of the movie were biggie's mother and his good friend Puffy. Oh, well, do I need to say more? I'll break it down for those who doesn't want to do a simple deduction.<br /><br />The whole movie was fake. You may just put a few biggie's MTV video together and call it a movie.<br /><br />The beautiful Angela Bassett played Biggie's mother. The real one in life looks like a dog.<br /><br />I just wonder why he called himself biggie small. Big body Small dick? Big mouth Small sound? Big fat Small eyes? Disclaimer: I'm a person of color. So keep your racist remark to yourself.",0,5937_4.txt,32985,sure if you ask any mom who the most beautiful baby in the world she tell you her son is the most amazing kid in the whole world she right at least in her own world br br the producers of the movie were biggie mother and his good friend puffy oh well do need to say more ll break it down for those who doesn want to do simple deduction br br the whole movie was fake you may just put few biggie mtv video together and call it movie br br the beautiful angela bassett played biggie mother the real one in life looks like dog br br just wonder why he called himself biggie small big body small dick big mouth small sound big fat small eyes disclaimer m person of color so keep your racist remark to yourself ,142
32781,train,"I watched mask in the 80's and it's currently showing on Fox Kids in the UK (very late at night). I remember thinking that it was kinda cool back in the day and had a couple of the toys too but watching it now bores me to tears. I never realised before of how tedious and bland this cartoon show really was. It's just plain awful! It is no where near in the same league as The Transformers, He-man or Thundercats and was very quickly forgot by nearly everyone once it stopped being made. I only watch it on Fox Kids because Ulysses 31 comes on straight after it (that's if mask doesn't put me to sleep first). One of the lesser 80's cartoons that i hope to completely forget about again once it finishes airing on Fox Kids!",0,5754_2.txt,32782,i watched mask in the 80 and it currently showing on fox kids in the uk very late at night remember thinking that it was kinda cool back in the day and had couple of the toys too but watching it now bores me to tears never realised before of how tedious and bland this cartoon show really was it just plain awful it is no where near in the same league as the transformers he man or thundercats and was very quickly forgot by nearly everyone once it stopped being made only watch it on fox kids because ulysses 31 comes on straight after it that if mask doesn put me to sleep first one of the lesser 80 cartoons that hope to completely forget about again once it finishes airing on fox kids ,135
37358,train,"A fabulous book about a fox and his family who does what foxs do. that being stealing from farms and killing prey. until a trio of farmers decide they've had enough of this fox and try in various ways to have the problem ""solved"". They are of course ""out foxed"" at every turn and while the trio are camped out at the fox hole the family perform raids against the three farmers land.<br /><br />The""film"" version ,and I use the term film very loosely, is more of a god awful pastiche of American heist movies particularly the Oceans movies. They they even have George clooney as Mr fox to to add to the insult and manage to miss the point of the story quite completely. So kudos to them .They'll make lots of money and destroy another classic Roald Dahl children book.",0,9874_1.txt,37359,a fabulous book about fox and his family who does what foxs do that being stealing from farms and killing prey until trio of farmers decide they ve had enough of this fox and try in various ways to have the problem solved they are of course out foxed at every turn and while the trio are camped out at the fox hole the family perform raids against the three farmers land br br the film version and use the term film very loosely is more of god awful pastiche of american heist movies particularly the oceans movies they they even have george clooney as mr fox to to add to the insult and manage to miss the point of the story quite completely so kudos to them they ll make lots of money and destroy another classic roald dahl children book ,142
27607,train,"This is easily the worst Ridley Scott film. Ridley Scott is a wonderful director. But this film is a black mark on his career. Demi Moore and Viggo Mortensen, both totally miscast in an overaggressive film about a girl going to the army. Very stupid. And there is never one scene that is convincing in any way. It is really not difficult to make a film such as this. Everything the crew makes could have been an idea of just anybody. The writers didn't have much inspiration either; many foolish dialogs that made no sense at all; and some brainless action. I strongly recommend to stay away from this rubbish. I hope that the many talented persons involved in this project realize this type of film does not deserve their attention, and that in the future they will work on more honorable and more intelligent movies than this useless mess.",0,12347_1.txt,27608,this is easily the worst ridley scott film ridley scott is wonderful director but this film is black mark on his career demi moore and viggo mortensen both totally miscast in an overaggressive film about girl going to the army very stupid and there is never one scene that is convincing in any way it is really not difficult to make film such as this everything the crew makes could have been an idea of just anybody the writers didn have much inspiration either many foolish dialogs that made no sense at all and some brainless action strongly recommend to stay away from this rubbish hope that the many talented persons involved in this project realize this type of film does not deserve their attention and that in the future they will work on more honorable and more intelligent movies than this useless mess ,144
31820,train,"An awful film! It must have been up against some real stinkers to be nominated for the Golden Globe. They've taken the story of the first famous female Renaissance painter and mangled it beyond recognition. My complaint is not that they've taken liberties with the facts; if the story were good, that would perfectly fine. But it's simply bizarre -- by all accounts the true story of this artist would have made for a far better film, so why did they come up with this dishwater-dull script? I suppose there weren't enough naked people in the factual version. It's hurriedly capped off in the end with a summary of the artist's life -- we could have saved ourselves a couple of hours if they'd favored the rest of the film with same brevity.",0,488_4.txt,31821,an awful film it must have been up against some real stinkers to be nominated for the golden globe they ve taken the story of the first famous female renaissance painter and mangled it beyond recognition my complaint is not that they ve taken liberties with the facts if the story were good that would perfectly fine but it simply bizarre by all accounts the true story of this artist would have made for far better film so why did they come up with this dishwater dull script suppose there weren enough naked people in the factual version it hurriedly capped off in the end with summary of the artist life we could have saved ourselves couple of hours if they favored the rest of the film with same brevity ,130
33705,train,"If you appreciate the renaissance in Asian horror, don't bother with Gawi. The film scarcely deserves mention alongside A-list work such as Ringu, A Tale of Two Sisters, Cure, and Ju-On (or even such good material as The Eye or Inner Senses). Those films brim with subtleties, unexpected imagery, rich characters, and a decidedly non-Western take on what's frightening. Gawi is strung together with the leftover limbs and organs of everything that has made American horror lousy for the past twenty-five years.<br /><br />The film tries to blend Asian ghost story and Hollywood slasher flick, but it's a bad fit. One aesthetic is bound to smother the other; guess which? Having no story of their own to tell the filmmakers loot Ringu for an evil-child subplot, but the situation is hopeless. ClichÃ©s, crap characters, witless plotting, a dull ghost, ho hum.",0,6586_2.txt,33706,if you appreciate the renaissance in asian horror don bother with gawi the film scarcely deserves mention alongside list work such as ringu tale of two sisters cure and ju on or even such good material as the eye or inner senses those films brim with subtleties unexpected imagery rich characters and decidedly non western take on what frightening gawi is strung together with the leftover limbs and organs of everything that has made american horror lousy for the past twenty five years br br the film tries to blend asian ghost story and hollywood slasher flick but it a bad fit one aesthetic is bound to smother the other guess which having no story of their own to tell the filmmakers loot ringu for an evil child subplot but the situation is hopeless clichã crap characters witless plotting dull ghost ho hum ,143
33968,train,"Drones, ethnic drumming, bad synthesizer piping, children singing. The most patronizing ""world music"" imaginable. This is a tourist film, and a lousy one. What really kills it is the incoherent sequences. India, Egypt, South America, Africa, etc, etc. No transitions, no visual explanation of why we're suddenly ten thousand miles away, no ideas expressed in images. Just a bunch of footage of third-worlders with ""baskets on their heads"" as another reviewer said. Walking along endlessly as if that had some deep meaning. If these guys wanted to make a 3rd World music video, all they had to do was head a few hundred miles south of where the best parts of Koya were shot, and film in Mexico. That would have been a much better setting for ""life in transformation.""<br /><br />But no. What they decided on was a scrambled tourist itinerary covering half the globe and mind-deadeningly overcranked filter shots. The only thing to recommend this film is that it doesn't suck quite as much as Naqoyqatsi.<br /><br />RstJ",0,6822_2.txt,33969,drones ethnic drumming bad synthesizer piping children singing the most patronizing world music imaginable this is tourist film and lousy one what really kills it is the incoherent sequences india egypt south america africa etc etc no transitions no visual explanation of why we re suddenly ten thousand miles away no ideas expressed in images just bunch of footage of third worlders with baskets on their heads as another reviewer said walking along endlessly as if that had some deep meaning if these guys wanted to make 3rd world music video all they had to do was head few hundred miles south of where the best parts of koya were shot and film in mexico that would have been much better setting for life in transformation br br but no what they decided on was scrambled tourist itinerary covering half the globe and mind deadeningly overcranked filter shots the only thing to recommend this film is that it doesn suck quite as much as naqoyqatsi br br rstj,168
34123,train,"How can such good actors like Jean Rochefort and Carole Bouquet could have been involved in such a... a... well, such a thing ? I can't get it. It was awful, very baldy played (but some of the few leading roles), the jokes are dumb and absolutely not funny... I won't talk more about this movie, except for one little piece of advice : Do not go see it, it will be a waste of time and money.",0,6962_1.txt,34124,how can such good actors like jean rochefort and carole bouquet could have been involved in such a well such thing can get it it was awful very baldy played but some of the few leading roles the jokes are dumb and absolutely not funny won talk more about this movie except for one little piece of advice do not go see it it will be waste of time and money ,71
36059,train,"In general I like dinosaur movies but this one is pure crap. No script, no dialogues, no acting. And the brave colonel Rance trying to show he is tough and so curving his mouth resembles as a twin brother the stupid Proctor from the Police Academy. So this was a complete waste of time (fortunately not waste of money as I saw the film on TV). And I really cannot understand 7 people who graded this sh*t 10. They must've joked. My advice, if you see this title run from it!",0,8704_1.txt,36060,in general like dinosaur movies but this one is pure crap no script no dialogues no acting and the brave colonel rance trying to show he is tough and so curving his mouth resembles as twin brother the stupid proctor from the police academy so this was complete waste of time fortunately not waste of money as saw the film on tv and really cannot understand 7 people who graded this sh 10 they must ve joked my advice if you see this title run from it ,87
29801,train,"I found the characters mediocre and the story uninteresting. I never had to read this book (thankfully), or it would have been a painful experience. I got the tickets to the preview for free but it still wasn't worth my time, or my friend's. I think this story is not worth telling. It's like saying that old people have a past before they got old (no kidding). The lives of the main characters were painful to watch, one generation no better than the next at avoiding stupid mistakes. However, I think the actors did the best they could with a lame story. I've always been a big fan of Ellen Burstyn. I'm writing this review to counteract the positive reviews given, which unfortunately convinced me to give this movie a try.",0,3071_4.txt,29802,i found the characters mediocre and the story uninteresting never had to read this book thankfully or it would have been painful experience got the tickets to the preview for free but it still wasn worth my time or my friend i think this story is not worth telling it like saying that old people have past before they got old no kidding the lives of the main characters were painful to watch one generation no better than the next at avoiding stupid mistakes however think the actors did the best they could with lame story ve always been big fan of ellen burstyn m writing this review to counteract the positive reviews given which unfortunately convinced me to give this movie try ,123
